url,title,rating,reviews,initial_price,final_price,currency,image,seller_name,breadcrumb,product_specifications,product_description,seller_ratings,seller_ship_on_time,seller_chat_response,sku,mpn,colors,variations,color,returns_and_warranty,is_super_seller,promotions,brand,product_variation,lazmall,domain,number_sold,gmv
https://www.lazada.co.id/products/trunki-ride-on-kids-suitcase-frieda-cow-i7953989-s10137171.html,Trunki Ride on Kids Suitcase Frieda Cow,1.0,1,0,939000,IDR,"[""https://img.lazcdn.com/live/id/p/d300b1667c9279e10e9ca45a96fc92ef.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/live/id/p/d300b1667c9279e10e9ca45a96fc92ef.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/live/id/p/e2f9f4ce01c56fb7ebd1b8ca6492f610.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/live/id/p/0ef53ced146e2f4fae406f18e92d9215.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/live/id/p/06f58d828dc0717712038e36d7fd2883.jpg_120x120q80.jpg_.webp""]",Lolibi,"[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Trunki""},{""name"":""SKU"",""value"":""TR356TBAA4XCOAANID-9814469""},{""name"":""Model"",""value"":""Lolibi-TR0047-GB01""},{""name"":""Tipe Garansi"",""value"":""tidak ada jaminan""}]","Koper anak Bisa dikendarai Kapasitas 1.8kg Trunki diciptakan untuk menjauhkan si kecil kebosanan saat sedang bepergian jauh. Dirancang agar anak-anak bisa membawa semua barang-barang favorit mereka dalam satu koper. Terbuat dari plastik namun tahan lama yang sama ringannya seperti koper dewasa. Selain untuk menyimpan barang-barang, Trunki Ride On Kids Suitcase juga bisa dikendarai sebagai mainan ketika perjalanan anak terasa membosankan.Luas kapasitas : 1,8 kgCocok untuk umur 3 Tahun atau lebih1. 18 LITERS CAPACITYMemiliki banyak ruang untuk mengemas pakaian dan mainan si kecil.2. SECURE LOCKABLE CATCHESKunci keamanan menjaga barang yang dibawa tetap aman saat perjalanan. 3. LIGHTWEIGHT AND DURABLEKoper terbuat dari bahan berkualitas tinggi sama seperti koper untuk orang dewasa.4. COMFY SADDLESandaran untuk kaki si kecil didesain agar nyaman saat si kecil mengendarai kopernya.5. HORN GRIPS FOR STABILITYTanduk di depan koper berfungsi sebagai setir untuk si kecil mengarahkan kopernya. Bisa juga digunakan untuk pegangan si kecil saat koper ditarik oleh orang tua.6. TOW STRAP WITH KEYStrap untuk memastikan isi dalam koper aman dan tidak hilang. Strap juga bisa digunakan untuk menarik koper sementara si kecil mengendarai koper mereka.7. CARRY HANDLEDilengkapi tali strap sehingga bisa dijinjing dengan tangan.8. SOFT RUBBER TRIMDilengkapi karet pada bagian dalam koper untuk melindungi jari-jari si kecil saat mereka sedang mengemas barang.9. INTERNAL POCKETTerdapat kantong di dalam koper yang mudah diakses untuk menyimpan barang yang berharga.10. TEDDY BEAR SEATBELTSSabuk pengaman untuk menjaga isi di dalam koper tetap di tempatnya.Info ProdukVolume: 18 litres / 4 gallonsSize: 46 x 21 x 31 cmWeight: 1.7kg / 3.8lbMax Ride on Weight: 50kg / 110lb",0.98,99%,100%,TR356TBAA4XCOAANID-9814469,7953989,null,[],,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",false,[],Trunki,[],false,https://www.lazada.co.id,1,939000
https://www.lazada.com.my/products/samsung-galaxy-a23-6gb128gb-blue-um-i2965074981-s14525455955.html,Samsung Galaxy A23 (6GB+128GB) Blue UM,5.0,6,999,799,MYR,"[""https://img.lazcdn.com/g/p/28e27694e72639438aac283a7e729dcf.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/28e27694e72639438aac283a7e729dcf.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e8d810c71c98f066d4ff2c77e4049b95.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c66bf2086c1a4becc6f9b03040d314b0.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3045a3dbf9fd47fda0fb37bcfedfb2c7.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/4cdc4b09353d2f1cac7d4eb29415f334.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/2877b71b3361d9048f0a8265a4e8b6cd.jpg_80x80q80.jpg_.webp""]",Lotus's,"[""Mobiles & Tablets"",""Smartphones""]","[{""name"":""Brand"",""value"":""Samsung""},{""name"":""SKU"",""value"":""2965074981_MY-14525455955""},{""name"":""Phone Features"",""value"":""Fingerprint Sensor,Touchscreen,GPS,Wifi,bluetooth,Gyro,Accelerometer""},{""name"":""Operating System"",""value"":""Android""},{""name"":""Number of Camera"",""value"":""Quad""},{""name"":""Model"",""value"":""A23""},{""name"":""Warranty"",""value"":""1 Year""},{""name"":""Resolution"",""value"":""Full HD""},{""name"":""SIM card Slots"",""value"":""2""},{""name"":""Display Size (inch)"",""value"":""6.6""},{""name"":""Condition"",""value"":""NEW""},{""name"":""Battery Capacity"",""value"":""5000 mAh & Above""},{""name"":""Warranty Type"",""value"":""Local Manufacturer Warranty""},{""name"":""RAM memory"",""value"":""6GB""},{""name"":""power_consumption"",""value"":""4000-5000""},{""name"":""Plug Type"",""value"":""Type C""}]","Samsung 5000 mAh Above 6 6. Samsung Official Store Malaysia: With the samsung galaxy a23, you will have to download and store your favorite photos, videos, and more in your pocket with a first-day micro-usb flash. Samsung Phone Original Malaysia: 25 ghz quad-core processor; 1.5 ghz samsung galaxy a23 smartphone has the ability to convert your smartphone into a new smartphone. Telefon Samsung Terbaru 2022: 0 meters & 1.0 meter & 2.0 meters (wxhxd); 1.25 meters (dxh); 3.0 meterswxd (hx) Samsung A23 Phone Original: Android 5.0, a22 smartphone (sold separately) Samsung Phone New 2022: With a 1.5 ghz quad-core processor, dual-core microphone, 5 gb ram, 5g + microphone. IMPORTANT NOTICE Box will be UNSEALED for warranty registration and product quality check purpose. Processor. CPU Speed: 2.4GHz, 1.9GHz. CPU Type: Octa-Core. Display. Size Main Display: 167.2mm 6.6 full rectangle 163.0mm 6.4 rounded corners). Resolution Main Display: 1080 x 2408 FHD. Technology Main Display: PLS TFT LCD. Colo",0.96,85%,99%,2965074981_MY-14525455955,2965074981,null,[],,"[""Authentic"",""Change of Mind"",""30 Days Free Returns"",""1 Year Local Manufacturer Warranty""]",true,"[""Min. spend RM150""]",Samsung,[],true,https://www.lazada.com.my,48,38352
https://www.lazada.com.my/products/ugreen-usb-type-c-charger-cable-fast-charging-and-sync-data-cord-quick-charge-30-usb-c-wire-for-huawei-p40-pro-samsung-galaxy-a51-a12-samsung-galaxy-s20-ultra-ipad-air-4th-nintendo-i13353039-s10648467850.html,UGREEN USB Type C Charger Cable fast Charging and Sync Data Cord Quick Charge 3.0 USB C Wire For Huawei P40 Pro Samsung galaxy a51 a12 Samsung Galaxy S20 Ultra iPad Air 4th Nintendo,4.9,13703,2.990000000000000e+01,8.699999999999999e+00,MYR,"[""https://img.lazcdn.com/g/p/e27b011b693b44b76d9b4893a1e67073.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e27b011b693b44b76d9b4893a1e67073.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/2f24f598f0e569ef460d254b5f103f4f.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/2a56b30bfdf485564c794639da94882e.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/4654fc86cf555c28ad996a1fa3bcb88f.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6a549387976b2598c5033937b38bb4bd.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/703343de0cc1a649c63c42ae0968f190.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/50a25e5d8e1e4666ae831b1267a0e703.jpg_120x120q80.jpg_.webp""]",Ugreen Official Store,"[""Electronics Accessories"",""Mobile Accessories"",""Cables & Converters""]","[{""name"":""Brand"",""value"":""UGREEN""},{""name"":""SKU"",""value"":""13353039_MY-10776414385""},{""name"":""Warranty Period"",""value"":""2 Years""},{""name"":""Warranty Type"",""value"":""International Manufacturer Warranty""},{""name"":""Data_trans_speed"",""value"":""USB2: 0-480Mbps""},{""name"":""Plug Type"",""value"":""Type C""},{""name"":""Model"",""value"":""Ugreen Flagship Store-US287""}]","UGREEN. usb c to lightning cable 2m. under sink storage rack. ugreen power bank. Allows you to connect your latest smartphones, tablets, and any other upcoming devices with a USB type C connector to a host computer, wall charger, or external battery power bank with USB 2.0 or 3.0 for charge and sync, Support data transfer speed up to 480Mbps, support USB Type-C current up to5V/3A. USB-C is a new user-friendly reversible connector that allows you to connect your cable to your device in any direction, Plug Play, no drivers needed. Corrosion-resistant oxygen-free copper conductors, gold plated connector, and foil braid shielding provide maximum conductivity and minimize data loss. Corrosion-resistant bare copper conductors, gold plated connector, and foil braid shielding provide maximum conductivity and minimize data loss. USB 2.0 A explanation: USB A male with USB 2.0 transfers data speed, not mean 2A",0.98,99%,100%,13353039_MY-10648467850,13353039,"[""Type C Black""]","[{""name"":""Color Family"",""variations"":[""Type C Black""]},{""name"":""Cable Length (M)"",""variations"":[""0.25"",""0.5"",""1.5"",""2"",""1""]},{""name"":""Connection"",""variations"":[""Type C""]}]",Type C Black,"[""Authentic"",""Change of Mind"",""30 Days Free Returns"",""2 Years International Manufacturer Warranty""]",true,"[""Min. spend RM60""]",UGREEN,"[{""name"":""Color Family"",""value"":""Type C Black""},{""name"":""Cable Length (M)"",""value"":""2""},{""name"":""Connection"",""value"":""Type C""}]",true,https://www.lazada.com.my,112057,974895.9
https://www.lazada.com.my/products/ugreen-usb-type-c-to-usb-c-pd-60w-cable-for-iphone-15-pro-max-samsung-s23-ultra-samsung-s24-ultra-fast-charger-cable-for-macbook-pro-support-quick-charge-40-usb-cord-nokia-magic-max-2023-i556644369-s1141786737.html,UGREEN USB Type C to USB C PD 60W Cable for iPhone 15 Pro Max Samsung S23 Ultra Samsung S24 Ultra Fast Charger Cable for Macbook Pro Support Quick Charge 4.0 USB Cord nokia magic max 2023,5.0,8827,5.990000000000000e+01,7.120000000000000e+00,MYR,"[""https://img.lazcdn.com/g/p/2b5816b88a2432e80377eef1b5abd641.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/89444ff9ac5042b170b8386decbe34c3.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/b08e0d919da19410038b35425d871ffd.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e147836963c5d306911f4b84299c112a.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/c049fff3087278e4d546a1de55f7efca.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/9c54692ed0f84cad3195bb6fa2544c40.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/3c3daf628fef6863a03c62bea65599fb.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/556b4686ac2ad31930d54b57c9e55234.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d1008bbf8e3736ba43ce14c59b854d9b.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d9f3afcb3894b7a4312b6e4040ffb04d.jpg_80x80q80.jpg_.webp""]",Ugreen Official Store,"[""Electronics Accessories"",""Mobile Accessories"",""Cables & Converters""]","[{""name"":""Brand"",""value"":""UGREEN""},{""name"":""SKU"",""value"":""556644369_MY-22533359351""},{""name"":""power_consumption"",""value"":""60w""},{""name"":""Plug Type"",""value"":""Type C""},{""name"":""Data_trans_speed"",""value"":""USB2: 0-480Mbps""},{""name"":""Model"",""value"":""US255/US261""},{""name"":""Warranty Type"",""value"":""International Manufacturer Warranty""},{""name"":""Warranty Period"",""value"":""1 Year""}]",UGREEN. samsung monitor power cable. ugreen green official store. car charger fast charging. urgreen official malaysia. auto cut off cable type c,0.98,99%,100%,556644369_MY-1141786737,556644369,"[""Black""]","[{""name"":""Color Family"",""variations"":[""Black""]},{""name"":""Cable Length (M)"",""variations"":[""2M"",""1M"",""0.5M"",""3M""]},{""name"":""Connection"",""variations"":[""Type C""]}]",Black,"[""Authentic"",""Change of Mind"",""30 Days Free Returns"",""1 Year International Manufacturer Warranty""]",true,"[""Min. spend RM80""]",UGREEN,"[{""name"":""Color Family"",""value"":""Black""},{""name"":""Cable Length (M)"",""value"":""0.5M""},{""name"":""Connection"",""value"":""Type C""}]",true,https://www.lazada.com.my,36673,261111.76
https://www.lazada.co.id/products/dioda-damper-dmv-1500-tv-polytron-new-original-super-i6872778045-s13022944107.html,DIODA DAMPER DMV 1500 TV POLYTRON NEW ORIGINAL SUPER,4.6,27,0,10000,IDR,"[""https://img.lazcdn.com/g/ff/kf/Sc92f4b3c99c0454fb5154a4c17216ce2z.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sc92f4b3c99c0454fb5154a4c17216ce2z.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/Sbe605ee6711744598f6a3b63e78f8884m.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/ff/kf/S1c305188f1864c939b5b520a4fe394468.jpg_120x120q80.jpg_.webp""]",YUDIANA YUDI SPERPAT ELEKTRONIK,"[""Televisi & Video"",""Televisi Digital""]","[{""name"":""Merek"",""value"":""TR""},{""name"":""SKU"",""value"":""6872778045_ID-13022944107""},{""name"":""Fitur TV"",""value"":""Televisi Digital""},{""name"":""Ukuran Layar (Inci)"",""value"":""21inci""},{""name"":""TV Resolution"",""value"":""HD (720p)""},{""name"":""Jenis Garansi"",""value"":""tidak ada jaminan""}]",TR. dioda power suplai tv polytron led 32 pld 32 d905w. mesin tv u slim polytron 29in second. mesin tv tabung polytron u slim 21. panel tv led polytron pld 32t7511. playback tv polytron minimax ori,0.96,100%,100%,6872778045_ID-13022944107,6872778045,null,[],,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",false,[],TR,[],false,https://www.lazada.co.id,111,1110000
https://www.lazada.co.id/products/victus-laptop-gaming-hp-amd-ryzen-5-nvidia-geforce-8gb-16gb-ram-512gb-ssd-silver-blue-windows-11-home-156-inch-garansi-2-tahun-official-i8208846537-s14616530834.html,Victus Laptop Gaming HP AMD Ryzen 5 NVIDIA GeForce 8GB / 16GB RAM 512GB SSD Silver / Blue Windows 11 Home 15.6 Inch Garansi 2 Tahun Official,0,0,17555000,16499000,IDR,"[""https://img.lazcdn.com/g/p/3440632c069eddd825c561221deb3d6c.png_720x720q80.png_.webp"",""https://img.lazcdn.com/g/p/3440632c069eddd825c561221deb3d6c.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/57e4d43a95f62a1e67a7da6614a91130.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/347b1be35156b27994be2d39ab9ac9af.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/3f36263e805c786ca7c1daa4efa730cd.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8765a8835fd60ddf56d254fead4ac45a.png_80x80q80.png_.webp""]",HP,"[""Komputer & Laptop"",""Laptop"",""Laptop Umum""]","[{""name"":""Merek"",""value"":""HP""},{""name"":""SKU"",""value"":""8208846537_ID-14616530837""},{""name"":""Ukuran layar"",""value"":""15.6 Inci""},{""name"":""Sistem Memori"",""value"":""16GB & Ke Atas""},{""name"":""Memori Grafis"",""value"":""8GB & Ke Atas""},{""name"":""Condition"",""value"":""Baru""},{""name"":""Graphic Card Series"",""value"":""RTX 4060 8GB""},{""name"":""Model"",""value"":""Intel""},{""name"":""processor_type_series"",""value"":""AMD Ryzen""},{""name"":""Tipe Prosesor"",""value"":""Single-core""},{""name"":""Jenis Garansi"",""value"":""Garansi Lokal""}]","HP 15 6 Inci. laptop baru 2024 murah cuci gudang. laptop hp terbaru 2024 ram 8. laptop hp elitebook 745 g6. laptop hp terbaru 2024 ori. laptop untuk kuliah ram 16. Operating System: Windows 11 Home Single Language. Processor: AMD Ryzen 5 8645HS up to 5.0 GHz max boost clock, 16 MB L3 cache, 6 cores, 12 threads). Display: 39.6 cm 15.6 diagonal FHD display. Webcam: HP Wide Vision 720p HD camera with temporal noise reduction and integrated dual array digital microphones",0.96,100%,100%,8208846537_ID-14616530834,8208846537,null,"[{""name"":""Varian"",""variations"":[""15-fb2997AX"",""15-fb2999AX"",""15-fb2666AX"",""15-fb2667AX"",""15-fb2777AX"",""15-fb2779AX""]}]",,"[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""Tidak ada garansi""]",true,[],HP,"[{""name"":""Varian"",""value"":""15-fb2666AX""}]",true,https://www.lazada.co.id,0,0
https://www.lazada.co.id/products/printer-hp-deskjet-2336-all-in-one-print-scan-copy-usb-2377-2335-1216-garansi-1-tahun-fotocopy-kertas-a4-f4-cetak-murah-color-colour-warna-official-i5183778347-s9702626285.html,Printer HP DeskJet 2336 All in One ( Print Scan Copy ) USB / 2377 / 2335 / 1216 / Garansi 1 Tahun Fotocopy Kertas A4 F4 Cetak Murah Color Colour Warna Official,5.0,177,990000,880000,IDR,"[""https://img.lazcdn.com/g/p/bf68d11f46c85761ada6c68141708638.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/bf68d11f46c85761ada6c68141708638.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d22faa5f42ca40ae01f935c54137d644.png_80x80q80.png_.webp"",""https://img.lazcdn.com/g/p/820b01d78884a5f9420c990a3b73fee2.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/0ff3fff07c0f73120478fd0acbdaac45.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/0bd10d0c78451377b05bc56513cff2c8.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/e5d95fea984ece1aa18fa6701057ec71.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/efb538f28faf1cd5d1fef3711909a77a.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/dd4afde754fd51ca0522629f35eaf1b2.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/6f8a25f44874c114596f8d14da0b7a9f.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/7561b78ede76521489b0526d99ecfa4b.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8ccfc231702d20abadd1981118311b00.jpg_80x80q80.jpg_.webp""]",HP,"[""Pencetak & Monitor"",""Printer"",""Printer Ink Jet""]","[{""name"":""Merek"",""value"":""HP""},{""name"":""SKU"",""value"":""5183778347_ID-9702626285""},{""name"":""Gtin"",""value"":""0196188254004""},{""name"":""Voltase Input"",""value"":""100-240 V""},{""name"":""Tipe Fungsi Printer"",""value"":""Multi-Fungsi""},{""name"":""Kecepatan Print"",""value"":""1-10ppm""},{""name"":""Warna Mono"",""value"":""Warna""},{""name"":""Model"",""value"":""7WQ07B""},{""name"":""Print 2 Sisi"",""value"":""Tidak""},{""name"":""Tipe Garansi"",""value"":""Garansi Produsen Lokal""},{""name"":""Masa Garansi"",""value"":""1 Tahun""}]","HP. printer bluetooth buat hp kertas hvs. mesin printer untuk laptop dan hp. mesin printer untuk cetak foto. mesin printer dan foto kopi. printer portable panjang a4. Color or black: Color. Connectivity: 1 Hi-Speed USB 2.0. Wireless capability: No. Max output capacity: Up to 25 sheets. Number of print cartridges: 2 1 each black, tri-color). Replacement cartridges: EMEA: HP 653 Tri-color Original Ink Advantage Cartridge 200 pages yield 3YM74AE, HP 653 Black Original Ink Advantage Cartridge 360 pages yield 3YM75AE. APJ: HP 682 Tri-color Original Ink Advantage Cartridge 150 pages yield 3YM76AA, HP 682 Black Original Ink Advantage Cartridge 480 pages yield 3YM77AA. LAR: HP 667 Tri-color Original Ink Advantage Cartridge 100 pages yield 3YM78AL, HP 667 Black Original Ink Advantage Cartridge 120 pages yield 3YM79AL, HP 667XL Black High-Yield Original Ink Advantage Cartridge 480 pages yield 3YM81AL, HP 667XL Tri-Color High-Yield Original Ink Advantage Cartridge 330 pages yield 3YM80AL, HP 667 ",0.96,100%,100%,5183778347_ID-9702626285,5183778347,"[""2336 Putih""]","[{""name"":""Warna"",""variations"":[""2336 Putih""]}]",2336 Putih,"[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""1 Tahun Garansi Produsen Lokal""]",true,[],HP,"[{""name"":""Warna"",""value"":""2336 Putih""}]",true,https://www.lazada.co.id,409,359920000
https://www.lazada.co.id/products/roda-koper-roda-pengganti-roda-double-wheel-roda-putar-360-i7766536110-s14251418035.html,"RODA KOPER, RODA PENGGANTI, RODA DOUBLE WHEEL, RODA PUTAR 360",5.0,2,0,65000,IDR,"[""https://img.lazcdn.com/g/p/abc4f89073ba5380c9cb7e648002e32f.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/abc4f89073ba5380c9cb7e648002e32f.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/f3384852543734988859c293ebbfce8f.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/f45a707b1dd7e3898f34320acbd8d277.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/925c863f08b7a68165ee916f7148640d.jpg_80x80q80.jpg_.webp"",""https://img.lazcdn.com/g/p/8f73389288712f0a881cbc0ec53cc4e1.jpg_80x80q80.jpg_.webp""]",dewi05588,"[""Tas & Travel"",""Tas Anak"",""Koper""]","[{""name"":""Merek"",""value"":""Tidak Ada Merk""},{""name"":""SKU"",""value"":""7766536110_ID-14251418035""}]",WAJIB CHAT ADMINLANGSUNG BELI = NO RETURN,0.96,100%,100%,7766536110_ID-14251418035,7766536110,null,"[{""name"":""RODA"",""variations"":[""AUDI""]}]",,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",false,[],Tidak Ada Merk,"[{""name"":""RODA"",""value"":""AUDI""}]",false,https://www.lazada.co.id,2,130000
https://www.lazada.co.id/products/tinta-printer-hp-original-682-hitam-black-twin-pack-cartridge-asli-official-i2984200288-s13976190075.html,Tinta Printer HP Original 682 Hitam Black / Twin Pack / Cartridge Asli Official,4.9,298,0,307000,IDR,"[""https://img.lazcdn.com/g/p/b11b52ef6600ea06f4ca55feb78356fe.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/b11b52ef6600ea06f4ca55feb78356fe.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/a4be95f3af19315ae5f9050f9fda2a80.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/fbc36a3a86ff9c6dfbb5824f7f7e429b.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/7db3205fcce4f9504bc01ed226b213f6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/bc9dfd49c838b7e6198b25e5c2ba2ec6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d330e64ad481b07b2ab3a435e1bd499f.jpg_120x120q80.jpg_.webp""]",HP,"[""Pencetak & Monitor"",""Tinta Printer"",""Kartrid Tinta""]","[{""name"":""Merek"",""value"":""HP""},{""name"":""SKU"",""value"":""2984200288_ID-13976190075""},{""name"":""Gtin"",""value"":""0195161167195""},{""name"":""Model"",""value"":""HP 682""},{""name"":""Tipe Garansi"",""value"":""Garansi Produsen Lokal""}]","HP. catridge printer hp deskjet f2410. cartridge hp ink tank 315 hitam. cartridge hp ink tank 315 warna. tinta hp ink tank 315 original. catrid printer hp deskjet 2775. Dapatkan pencetakan volume tinggi tanpa kekacauan. Hindari masalah seperti kebocoran, teks hilang, gelembung, dan hasil cetak daur ulang-dan mengandalkan kartrid tinta asli HP dan printer yang dirancang bersama-sama untuk hasil yang konsisten. Dapatkan kualitas yang Anda harapkan dari HP. Kartrid tinta HP asli memberikan dokumen sehari-hari berkualitas tinggi yang cepat kering dan sulit pudar selama beberapa dekade. Hasil print sampai dengan ratusan halaman. Dapatkan pencetakan volume tinggi tanpa kekacauan. Hindari masalah seperti kebocoran, teks hilang, gelembung, dan hasil cetak daur ulang-dan mengandalkan kartrid tinta asli HP dan printer yang dirancang bersama-sama untuk hasil yang konsisten. Dapatkan kualitas yang Anda harapkan dari HP. Kartrid tinta HP asli memberikan dokumen sehari-hari berkualitas tinggi yang c",0.96,100%,100%,2984200288_ID-13976190075,2984200288,"[""Hitam"",""1 Hitam + 1 Hitam""]","[{""name"":""Warna"",""variations"":[""Hitam"",""1 Hitam + 1 Hitam""]}]",1 Hitam + 1 Hitam,"[""Produk Original"",""Berubah Pikiran"",""30 Hari Gratis Pengembalian"",""Tidak ada garansi""]",true,[],HP,"[{""name"":""Warna"",""value"":""1 Hitam + 1 Hitam""}]",true,https://www.lazada.co.id,856,262792000
https://www.lazada.co.id/products/transparant-airbag-laser-case-for-x-xs-xr-max-11-12-13-14-plus-pro-max-i7696384938-s14148478217.html,Transparant Airbag Laser Case for X XS XR MAX 11 12 13 14 Plus Pro Max,4.9,783,25000,9459,IDR,"[""https://img.lazcdn.com/g/p/9cc97776a7d4d91c7ba73d454478891e.jpg_720x720q80.jpg_.webp"",""https://img.lazcdn.com/g/p/9cc97776a7d4d91c7ba73d454478891e.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/461a046b80dbdb621173e45b0dc4e2d7.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/518fa0190303bd666f2d2d737f422cec.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/07b0fdf8cc0ff270a8d7e4f310184090.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/f5ddb5e12443697dfeb75e3d48db3afd.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/d6d562c68c11441306a92dc02ac045b6.jpg_120x120q80.jpg_.webp"",""https://img.lazcdn.com/g/p/f8bcf0e38226734facb3ba51642b0f87.jpg_120x120q80.jpg_.webp""]",iCase Store's,"[""Aksesoris Elektronik"",""Aksesoris Handphone & Tablet"",""Casing & Cover Tablet""]","[{""name"":""Merek"",""value"":""No Brand""},{""name"":""SKU"",""value"":""7696384938_ID-14418682003""},{""name"":""Jenis Garansi"",""value"":""tidak ada jaminan""}]",iphone 14 pro max original ibox. memberpress caseproof fullpack. casing earphone bluetooth i12. casing hp oppo a5s gantungan. casing hp iphone 14 pro max,0.97,99%,100%,7696384938_ID-14148478217,7696384938,"[""Laser Clear"",""Laser Purple"",""Laser Fuschia"",""Laser Tosca""]","[{""name"":""Warna"",""variations"":[""Laser Clear"",""Laser Purple"",""Laser Fuschia"",""Laser Tosca""]},{""name"":""Varian2"",""variations"":[""12/12 Pro"",""11 Pro"",""13"",""X/XS"",""12 Pro Max"",""Xs Max"",""13 Pro Max"",""11 Pro Max"",""13 Pro"",""XR"",""11"",""14"",""14 Plus"",""14 Pro"",""14 Pro Max""]}]",Laser Purple,"[""Berubah Pikiran"",""7 Hari Gratis Pengembalian"",""Tidak ada garansi""]",false,"[""Belanja Rp30.000""]",No Brand,"[{""name"":""Warna"",""value"":""Laser Purple""},{""name"":""Varian2"",""value"":""12/12 Pro""}]",false,https://www.lazada.co.id,2277,21538143
